Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,112.12911384782151,4.6495399999999995e-05
Crab GP,PSR J0534+2200,14.492682926829268,5.74e-06
Crab GP,PSR J0534+2200,108.37396009630281,5.87314e-05
Crab GP,PSR J0534+2200,90.45047605513713,2.9555399999999998e-05
Crab GP,PSR J0534+2200,67.69703622392974,1.0203199999999999e-05
Crab GP,PSR J0534+2200,49.108305445695166,1.84072e-05
Crab GP,PSR J0534+2200,143.4687550090449,6.11394e-05
Crab GP,PSR J0534+2200,40.73457006183642,1.19994e-05
Crab GP,PSR J0534+2200,195.24798227567655,1.76932e-05
Crab GP,PSR J0534+2200,199.35269630429949,8.811319999999999e-05
Crab GP,PSR J0534+2200,624.8362613653876,7.26768e-05
Crab GP,PSR J0534+2200,189.8969820172009,8.953e-05
Crab GP,PSR J0534+2200,78.3121951219512,5.74e-06
Crab GP,PSR J0534+2200,155.42583537082314,5.4969599999999996e-05
Crab GP,PSR J0534+2200,52.61073170731707,5.74e-06
Crab GP,PSR J0534+2200,16.436097560975607,5.74e-06
Crab GP,PSR J0534+2200,129.83554145372636,5.780179999999999e-05
Crab GP,PSR J0534+2200,43.40487804878049,5.74e-06
Crab GP,PSR J0534+2200,80.02678172890938,2.82282e-05
Crab GP,PSR J0534+2200,13.360975609756098,5.74e-06
Crab GP,PSR J0534+2200,50.97410387710315,1.9138e-05
Crab GP,PSR J0534+2200,241.8609731876862,3.1015599999999995e-05
Crab GP,PSR J0534+2200,309.4372818675604,0.00012114199999999999
Crab GP,PSR J0534+2200,13.436097560975607,5.74e-06
Crab GP,PSR J0534+2200,16.67512195121951,5.74e-06
Crab GP,PSR J0534+2200,281.6719068035165,6.46548e-05
Crab GP,PSR J0534+2200,14.369756097560975,5.74e-06
Crab GP,PSR J0534+2200,98.98382188050617,4.3701e-05
Crab GP,PSR J0534+2200,14.843902439024388,5.74e-06
Crab GP,PSR J0534+2200,16.754146341463414,5.74e-06
Crab GP,PSR J0534+2200,35.86243902439024,5.74e-06
Crab GP,PSR J0534+2200,82.36445468620603,3.88822e-05
Crab GP,PSR J0534+2200,10.641951219512194,5.74e-06
Crab GP,PSR J0534+2200,14.13951219512195,5.74e-06
Crab GP,PSR J0534+2200,177.22731892848947,4.26986e-05
Crab GP,PSR J0534+2200,30.877866400797608,1.12336e-05
